refmet_name,formula
Cer 23:0;O2/44:8,C67H119NO3
Cer 24:0;O2/42:0;O,C66H133NO4
Cer 24:0;O2/42:1;O,C66H131NO4
Cer 24:0;O2/42:2;O,C66H129NO4
Cer 24:0;O2/44:0,C68H137NO3
Cer 24:0;O2/44:10,C68H117NO3
Cer 24:0;O2/44:8,C68H121NO3
Cer 25:0;O2/42:1;O,C67H133NO4
Cer 25:0;O2/42:2;O,C67H131NO4
Cer 25:0;O2/44:7,C69H125NO3
Cer 26:0;O2/42:1;O,C68H135NO4
Cer 26:0;O2/44:6,C70H129NO3
Cer 27:0;O2/42:1;O,C69H137NO4
Cer 27:0;O3/42:2;O,C69H135NO5
Cer 28:0;O2/42:1;O,C70H139NO4
Cer 28:0;O2/44:7,C72H131NO3
Cer 29:0;O2/44:7,C73H133NO3
Cer 29:0;O2/44:8,C73H131NO3
Cer 29:0;O2/44:9,C73H129NO3
Cer 29:0;O3/42:2;O,C71H139NO5
Cer 30:0;O2/42:1;O,C72H143NO4
Cer 30:0;O2/42:2;O,C72H141NO4
Cer 30:0;O2/44:5,C74H139NO3
Cer 30:0;O2/44:6,C74H137NO3
Cer 30:0;O2/44:7,C74H135NO3
Cer 30:0;O2/44:8,C74H133NO3
Cer 30:0;O3/42:1;O,C72H143NO5
Cer 31:0;O2/44:9,C75H133NO3
Cer 32:0;O2/44:11,C76H131NO3
Cer 32:0;O3/42:1;O,C74H147NO5
Cer 33:0;O2/44:11,C77H133NO3
Cer 33:0;O2/44:8,C77H139NO3
Cer 34:0;O2/44:7,C78H143NO3
Cer 35:0;O2/44:0,C79H159NO3
Cer 35:0;O2/44:1,C79H157NO3
Cer 37:0;O2/44:7,C81H149NO3
Cer 37:0;O2/44:9,C81H145NO3
Cer 37:0;O3/42:1;O,C79H157NO5
Cer 38:0;O2/44:11,C82H143NO3
Cer 38:0;O3/42:1;O,C80H159NO5
Cer 8:0;O2/36:10,C44H69NO3
Cer 8:0;O2/36:9,C44H71NO3
Cer 8:0;O2/40:11,C48H75NO3
Cer 8:0;O2/40:9,C48H79NO3
Cer 8:0;O2/42:9,C50H83NO3
Cer 8:0;O2/44:12,C52H81NO3
Cer 8:0;O2/44:6,C52H93NO3
Cer 8:0;O2/44:9,C52H87NO3
Cer 8:0;O2/6:0,C14H29NO3
Cer 8:0;O3/26:0;O,C34H69NO5
Cer 8:0;O3/27:0;O,C35H71NO5
Cer 8:0;O3/27:1;O,C35H69NO5
Cer 8:0;O3/28:0;O,C36H73NO5
Cer 8:0;O3/29:0;O,C37H75NO5
Cer 8:0;O3/31:0;O,C39H79NO5
Cer 8:0;O3/33:0;O,C41H83NO5
Cer 8:0;O3/40:0;O,C48H97NO5
Cer 8:0;O3/40:2;O,C48H93NO5
Cer 8:0;O3/42:0;O,C50H101NO5
Cer 9:0;O2/36:10,C45H71NO3
Cer 9:0;O2/40:7,C49H85NO3
Cer 9:0;O2/42:12,C51H79NO3
Cer 9:0;O2/44:3,C53H101NO3
Cer 9:0;O3/24:2;O,C33H63NO5
Cer 9:0;O3/28:2;O,C37H71NO5
Cer 9:0;O3/34:2;O,C43H83NO5
Cer 9:0;O3/36:1;O,C45H89NO5
Cer 9:0;O3/36:2;O,C45H87NO5
Cer 9:0;O3/38:1;O,C47H93NO5
EOS-Cer 52:0;O3,C52H103NO5
EOS-Cer 52:0;O4,C52H103NO6
EOS-Cer 52:1;O3,C52H101NO5
EOS-Cer 52:1;O4,C52H101NO6
EOS-Cer 52:2;O4,C52H99NO6
EOS-Cer 52:3;O4,C52H97NO6
EOS-Cer 52:4;O3,C52H95NO5
EOS-Cer 52:4;O4,C52H95NO6
EOS-Cer 52:5;O3,C52H93NO5
EOS-Cer 52:5;O4,C52H93NO6
EOS-Cer 52:6;O4,C52H91NO6
EOS-Cer 53:0;O4,C53H105NO6
EOS-Cer 53:1;O3,C53H103NO5
EOS-Cer 53:1;O4,C53H103NO6
EOS-Cer 53:2;O3,C53H101NO5
EOS-Cer 53:2;O4,C53H101NO6
EOS-Cer 53:3;O3,C53H99NO5
EOS-Cer 53:3;O4,C53H99NO6
EOS-Cer 53:4;O3,C53H97NO5
EOS-Cer 53:4;O4,C53H97NO6
EOS-Cer 53:5;O3,C53H95NO5
EOS-Cer 53:5;O4,C53H95NO6
EOS-Cer 53:6;O4,C53H93NO6
EOS-Cer 54:0;O3,C54H107NO5
EOS-Cer 54:0;O4,C54H107NO6
EOS-Cer 54:1;O3,C54H105NO5
EOS-Cer 54:1;O4,C54H105NO6
EOS-Cer 54:2;O4,C54H103NO6
EOS-Cer 54:3;O3,C54H101NO5
EOS-Cer 54:3;O4,C54H101NO6
EOS-Cer 54:4;O3,C54H99NO5
EOS-Cer 54:4;O4,C54H99NO6
EOS-Cer 54:5;O4,C54H97NO6
EOS-Cer 54:6;O4,C54H95NO6
EOS-Cer 55:0;O3,C55H109NO5
EOS-Cer 55:0;O4,C55H109NO6
EOS-Cer 55:1;O3,C55H107NO5
EOS-Cer 55:1;O4,C55H107NO6
EOS-Cer 55:2;O3,C55H105NO5
EOS-Cer 55:2;O4,C55H105NO6
EOS-Cer 55:3;O3,C55H103NO5
EOS-Cer 55:3;O4,C55H103NO6
EOS-Cer 55:4;O3,C55H101NO5
EOS-Cer 55:4;O4,C55H101NO6
EOS-Cer 55:5;O3,C55H99NO5
EOS-Cer 55:5;O4,C55H99NO6
EOS-Cer 55:6;O3,C55H97NO5
EOS-Cer 55:6;O4,C55H97NO6
EOS-Cer 56:0;O3,C56H111NO5
EOS-Cer 56:0;O4,C56H111NO6
EOS-Cer 56:1;O3,C56H109NO5
EOS-Cer 56:1;O4,C56H109NO6
EOS-Cer 56:2;O3,C56H107NO5
EOS-Cer 56:2;O4,C56H107NO6
EOS-Cer 56:3;O3,C56H105NO5
EOS-Cer 56:3;O4,C56H105NO6
EOS-Cer 56:4;O3,C56H103NO5
EOS-Cer 56:4;O4,C56H103NO6
EOS-Cer 56:5;O4,C56H101NO6
EOS-Cer 56:6;O4,C56H99NO6
EOS-Cer 57:0;O4,C57H113NO6
EOS-Cer 57:1;O3,C57H111NO5
EOS-Cer 57:1;O4,C57H111NO6
EOS-Cer 57:2;O3,C57H109NO5
EOS-Cer 57:2;O4,C57H109NO6
EOS-Cer 57:3;O4,C57H107NO6
EOS-Cer 57:4;O3,C57H105NO5
EOS-Cer 57:4;O4,C57H105NO6
EOS-Cer 57:5;O3,C57H103NO5
EOS-Cer 57:5;O4,C57H103NO6
EOS-Cer 57:6;O3,C57H101NO5
EOS-Cer 57:6;O4,C57H101NO6
EOS-Cer 58:0;O4,C58H115NO6
EOS-Cer 58:1;O4,C58H113NO6
EOS-Cer 58:2;O4,C58H111NO6
EOS-Cer 58:3;O3,C58H109NO5
EOS-Cer 58:3;O4,C58H109NO6
EOS-Cer 58:4;O3,C58H107NO5
EOS-Cer 58:4;O4,C58H107NO6
EOS-Cer 58:5;O3,C58H105NO5
EOS-Cer 58:5;O4,C58H105NO6
EOS-Cer 58:6;O3,C58H103NO5
EOS-Cer 58:6;O4,C58H103NO6
EOS-Cer 59:0;O4,C59H117NO6
EOS-Cer 59:1;O3,C59H115NO5
EOS-Cer 59:1;O4,C59H115NO6
EOS-Cer 59:2;O4,C59H113NO6
EOS-Cer 59:3;O3,C59H111NO5
EOS-Cer 59:3;O4,C59H111NO6
EOS-Cer 59:4;O4,C59H109NO6
EOS-Cer 59:5;O3,C59H107NO5
EOS-Cer 59:5;O4,C59H107NO6
EOS-Cer 59:6;O3,C59H105NO5
EOS-Cer 59:6;O4,C59H105NO6
EOS-Cer 60:0;O4,C60H119NO6
EOS-Cer 60:1;O3,C60H117NO5
EOS-Cer 60:1;O4,C60H117NO6
EOS-Cer 60:2;O4,C60H115NO6
EOS-Cer 60:3;O3,C60H113NO5
EOS-Cer 60:3;O4,C60H113NO6
EOS-Cer 60:4;O3,C60H111NO5
EOS-Cer 60:4;O4,C60H111NO6
EOS-Cer 60:5;O3,C60H109NO5
EOS-Cer 60:5;O4,C60H109NO6
EOS-Cer 60:6;O3,C60H107NO5
EOS-Cer 60:6;O4,C60H107NO6
EOS-Cer 61:0;O3,C61H121NO5
EOS-Cer 61:0;O4,C61H121NO6
EOS-Cer 61:1;O3,C61H119NO5
EOS-Cer 61:1;O4,C61H119NO6
EOS-Cer 61:2;O3,C61H117NO5
EOS-Cer 61:2;O4,C61H117NO6
EOS-Cer 61:3;O3,C61H115NO5
EOS-Cer 61:3;O4,C61H115NO6
EOS-Cer 61:4;O4,C61H113NO6
EOS-Cer 61:5;O3,C61H111NO5
EOS-Cer 61:5;O4,C61H111NO6
EOS-Cer 61:6;O3,C61H109NO5
EOS-Cer 61:6;O4,C61H109NO6
EOS-Cer 62:0;O3,C62H123NO5
EOS-Cer 62:0;O4,C62H123NO6
EOS-Cer 62:1;O4,C62H121NO6
EOS-Cer 62:2;O4,C62H119NO6
EOS-Cer 62:3;O3,C62H117NO5
EOS-Cer 62:3;O4,C62H117NO6
EOS-Cer 62:4;O4,C62H115NO6
EOS-Cer 62:5;O3,C62H113NO5
EOS-Cer 62:5;O4,C62H113NO6
EOS-Cer 62:6;O3,C62H111NO5
EOS-Cer 62:6;O4,C62H111NO6
EOS-Cer 63:0;O3,C63H125NO5
EOS-Cer 63:0;O4,C63H125NO6
EOS-Cer 63:1;O4,C63H123NO6
EOS-Cer 63:2;O3,C63H121NO5
EOS-Cer 63:2;O4,C63H121NO6
EOS-Cer 63:3;O3,C63H119NO5
EOS-Cer 63:3;O4,C63H119NO6
EOS-Cer 63:4;O3,C63H117NO5
EOS-Cer 63:4;O4,C63H117NO6
EOS-Cer 63:5;O3,C63H115NO5
EOS-Cer 63:5;O4,C63H115NO6
EOS-Cer 63:6;O3,C63H113NO5
EOS-Cer 63:6;O4,C63H113NO6
EOS-Cer 64:0;O3,C64H127NO5
EOS-Cer 64:0;O4,C64H127NO6
EOS-Cer 64:1;O4,C64H125NO6
EOS-Cer 64:2;O4,C64H123NO6
EOS-Cer 64:3;O4,C64H121NO6
EOS-Cer 64:4;O3,C64H119NO5
EOS-Cer 64:4;O4,C64H119NO6
EOS-Cer 64:5;O3,C64H117NO5
EOS-Cer 64:5;O4,C64H117NO6
EOS-Cer 64:6;O4,C64H115NO6
EOS-Cer 65:0;O3,C65H129NO5
EOS-Cer 65:0;O4,C65H129NO6
EOS-Cer 65:1;O3,C65H127NO5
EOS-Cer 65:1;O4,C65H127NO6
EOS-Cer 65:2;O3,C65H125NO5
EOS-Cer 65:2;O4,C65H125NO6
EOS-Cer 65:3;O3,C65H123NO5
EOS-Cer 65:3;O4,C65H123NO6
EOS-Cer 65:4;O3,C65H121NO5
EOS-Cer 65:4;O4,C65H121NO6
EOS-Cer 65:5;O3,C65H119NO5
EOS-Cer 65:5;O4,C65H119NO6
EOS-Cer 65:6;O3,C65H117NO5
EOS-Cer 65:6;O4,C65H117NO6
EOS-Cer 66:0;O3,C66H131NO5
EOS-Cer 66:0;O4,C66H131NO6
EOS-Cer 66:1;O3,C66H129NO5
EOS-Cer 66:1;O4,C66H129NO6
EOS-Cer 66:2;O3,C66H127NO5
EOS-Cer 66:2;O4,C66H127NO6
EOS-Cer 66:3;O3,C66H125NO5
EOS-Cer 66:3;O4,C66H125NO6
EOS-Cer 66:4;O3,C66H123NO5
EOS-Cer 66:4;O4,C66H123NO6
EOS-Cer 66:5;O3,C66H121NO5
EOS-Cer 66:5;O4,C66H121NO6
EOS-Cer 66:6;O3,C66H119NO5
EOS-Cer 66:6;O4,C66H119NO6
EOS-Cer 67:0;O3,C67H133NO5
EOS-Cer 67:0;O4,C67H133NO6
EOS-Cer 67:1;O3,C67H131NO5
EOS-Cer 67:1;O4,C67H131NO6
EOS-Cer 67:2;O4,C67H129NO6
EOS-Cer 67:3;O3,C67H127NO5
EOS-Cer 67:3;O4,C67H127NO6
EOS-Cer 67:4;O3,C67H125NO5
EOS-Cer 67:4;O4,C67H125NO6
EOS-Cer 67:5;O3,C67H123NO5
EOS-Cer 67:5;O4,C67H123NO6
EOS-Cer 67:6;O3,C67H121NO5
EOS-Cer 67:6;O4,C67H121NO6
EOS-Cer 68:0;O3,C68H135NO5
EOS-Cer 68:0;O4,C68H135NO6
EOS-Cer 68:1;O3,C68H133NO5
EOS-Cer 68:1;O4,C68H133NO6
EOS-Cer 68:2;O4,C68H131NO6
EOS-Cer 68:3;O3,C68H129NO5
EOS-Cer 68:3;O4,C68H129NO6
EOS-Cer 68:4;O3,C68H127NO5
EOS-Cer 68:4;O4,C68H127NO6
EOS-Cer 68:5;O3,C68H125NO5
EOS-Cer 68:5;O4,C68H125NO6
EOS-Cer 68:6;O3,C68H123NO5
EOS-Cer 68:6;O4,C68H123NO6
EOS-Cer 69:0;O3,C69H137NO5
EOS-Cer 69:0;O4,C69H137NO6
EOS-Cer 69:1;O4,C69H135NO6
EOS-Cer 69:2;O3,C69H133NO5
EOS-Cer 69:2;O4,C69H133NO6
EOS-Cer 69:3;O3,C69H131NO5
EOS-Cer 69:3;O4,C69H131NO6
EOS-Cer 69:4;O3,C69H129NO5
EOS-Cer 69:4;O4,C69H129NO6
EOS-Cer 69:5;O3,C69H127NO5
EOS-Cer 69:5;O4,C69H127NO6
EOS-Cer 69:6;O3,C69H125NO5
EOS-Cer 69:6;O4,C69H125NO6
EOS-Cer 70:0;O3,C70H139NO5
EOS-Cer 70:0;O4,C70H139NO6
EOS-Cer 70:1;O3,C70H137NO5
EOS-Cer 70:1;O4,C70H137NO6
EOS-Cer 70:2;O3,C70H135NO5
EOS-Cer 70:2;O4,C70H135NO6
EOS-Cer 70:3;O4,C70H133NO6
EOS-Cer 70:4;O4,C70H131NO6
EOS-Cer 70:5;O3,C70H129NO5
EOS-Cer 70:5;O4,C70H129NO6
EOS-Cer 70:6;O3,C70H127NO5
EOS-Cer 70:6;O4,C70H127NO6
EOS-Cer 71:0;O3,C71H141NO5
EOS-Cer 71:0;O4,C71H141NO6
EOS-Cer 71:1;O4,C71H139NO6
EOS-Cer 71:2;O3,C71H137NO5
EOS-Cer 71:2;O4,C71H137NO6
EOS-Cer 71:3;O3,C71H135NO5
EOS-Cer 71:3;O4,C71H135NO6
EOS-Cer 71:4;O3,C71H133NO5
EOS-Cer 71:4;O4,C71H133NO6
EOS-Cer 71:5;O3,C71H131NO5
EOS-Cer 71:5;O4,C71H131NO6
EOS-Cer 71:6;O3,C71H129NO5
EOS-Cer 71:6;O4,C71H129NO6
EOS-Cer 72:0;O4,C72H143NO6
EOS-Cer 72:1;O3,C72H141NO5
EOS-Cer 72:1;O4,C72H141NO6
EOS-Cer 72:2;O4,C72H139NO6
EOS-Cer 72:3;O3,C72H137NO5
EOS-Cer 72:3;O4,C72H137NO6
EOS-Cer 72:4;O3,C72H135NO5
EOS-Cer 72:4;O4,C72H135NO6
EOS-Cer 72:5;O3,C72H133NO5
EOS-Cer 72:5;O4,C72H133NO6
EOS-Cer 72:6;O3,C72H131NO5
EOS-Cer 72:6;O4,C72H131NO6
EOS-Cer 73:0;O3,C73H145NO5
EOS-Cer 73:0;O4,C73H145NO6
EOS-Cer 73:1;O3,C73H143NO5
EOS-Cer 73:1;O4,C73H143NO6
EOS-Cer 73:2;O4,C73H141NO6
EOS-Cer 73:3;O3,C73H139NO5
EOS-Cer 73:3;O4,C73H139NO6
EOS-Cer 73:4;O3,C73H137NO5
EOS-Cer 73:4;O4,C73H137NO6
EOS-Cer 73:5;O3,C73H135NO5
EOS-Cer 73:5;O4,C73H135NO6
EOS-Cer 73:6;O3,C73H133NO5
EOS-Cer 73:6;O4,C73H133NO6
EOS-Cer 74:0;O4,C74H147NO6
EOS-Cer 74:1;O3,C74H145NO5
EOS-Cer 74:1;O4,C74H145NO6
EOS-Cer 74:2;O3,C74H143NO5
EOS-Cer 74:2;O4,C74H143NO6
EOS-Cer 74:3;O3,C74H141NO5
EOS-Cer 74:3;O4,C74H141NO6
EOS-Cer 74:4;O3,C74H139NO5
EOS-Cer 74:4;O4,C74H139NO6
EOS-Cer 74:5;O3,C74H137NO5
EOS-Cer 74:5;O4,C74H137NO6
EOS-Cer 74:6;O3,C74H135NO5
EOS-Cer 74:6;O4,C74H135NO6
Cer 14:0;O3/10:0;2OH,C24H49NO5
Cer 14:0;O3/11:0;2OH,C25H51NO5
Cer 14:0;O3/12:0;2OH,C26H53NO5
Cer 14:0;O3/13:0;2OH,C27H55NO5
Cer 14:0;O3/14:0;2OH,C28H57NO5
Cer 14:0;O3/15:0;2OH,C29H59NO5
Cer 14:0;O3/17:0;2OH,C31H63NO5
Cer 14:0;O3/18:0;2OH,C32H65NO5
Cer 14:0;O3/18:1;2OH,C32H63NO5
Cer 14:0;O3/19:0;2OH,C33H67NO5
Cer 14:0;O3/22:4,C36H65NO4
Cer 14:0;O3/22:5,C36H63NO4
Cer 14:0;O3/22:6,C36H61NO4
Cer 14:0;O3/24:0;2OH,C38H77NO5
Cer 14:0;O3/24:4,C38H69NO4
Cer 14:0;O3/38:0,C52H105NO4
Cer 14:0;O3/39:0,C53H107NO4
Cer 15:0;O3/18:1;2OH,C33H65NO5
Cer 15:0;O3/18:4,C33H59NO4
Cer 15:0;O3/22:1;2OH,C37H73NO5
Cer 15:0;O3/22:6,C37H63NO4
Cer 15:0;O3/24:4,C39H71NO4
Cer 15:0;O3/39:0,C54H109NO4
Cer 16:0;O3/22:5,C38H67NO4
Cer 16:0;O3/22:6,C38H65NO4
Cer 17:0;O3/22:6,C39H67NO4
Cer 17:0;O3/24:4,C41H75NO4
Cer 17:0;O3/39:0,C56H113NO4
Cer 18:0;O3/22:5,C40H71NO4
Cer 18:0;O3/22:6,C40H69NO4
Cer 18:0;O3/39:0,C57H115NO4
Cer 19:0;O3/22:6,C41H71NO4
Cer 19:0;O3/26:0;2OH,C45H91NO5
Cer 19:0;O3/39:0,C58H117NO4
Cer 20:0;O3/22:6,C42H73NO4
Cer 20:0;O3/39:0,C59H119NO4
Cer 21:0;O3/22:6,C43H75NO4
Cer 21:0;O3/26:0;2OH,C47H95NO5
Cer 21:0;O3/39:0,C60H121NO4
Cer 22:0;O3/24:1;2OH,C46H91NO5
Cer 22:0;O3/39:0,C61H123NO4
GD1 18:1;O2/16:0,C82H144N4O39
GD1 18:1;O2/18:0,C84H148N4O39
GD1 18:1;O2/20:0,C86H152N4O39
GD1 18:1;O2/22:0,C88H156N4O39
GD1 18:1;O2/24:0,C90H160N4O39
GD1 18:1;O2/24:1,C90H158N4O39
GD1 18:1;O2/26:0,C92H164N4O39
GD1 18:1;O2/26:1,C92H162N4O39
GD2 18:1;O2/16:0,C76H134N4O34
GD2 18:1;O2/18:0,C78H138N4O34
GD2(18:1;O2/18:1,C78H136N4O34
GD2(18:1;O2/19:0,C79H140N4O34
GD2 18:1;O2/20:0,C80H142N4O34
GD2(18:1;O2/21:0,C81H144N4O34
GD2 18:1;O2/22:0,C82H146N4O34
GD2 18:1;O2/24:0,C84H150N4O34
GD2 18:1;O2/24:1,C84H148N4O34
GD2 18:1;O2/26:0,C86H154N4O34
GD2 18:1;O2/26:1,C86H152N4O34
GD2(26:0;O3,C68H120N4O35
GD2(38:0;O3,C80H144N4O35
GD3(18:1;O2/14:0,C66H117N3O29
GD3(18:1;O2/15:0,C67H119N3O29
GD3 18:1;O2/16:0,C68H121N3O29
GD3(18:1;O2/16:1,C68H119N3O29
GD3(18:1;O2/17:0,C69H123N3O29
GD3 18:1;O2/18:0,C70H125N3O29
GD3(18:1;O2/18:1,C70H123N3O29
GD3(18:1;O2/19:0,C71H127N3O29
GD3 18:1;O2/20:0,C72H129N3O29
GD3(18:1;O2/21:0,C73H131N3O29
GD3 18:1;O2/22:0,C74H133N3O29
GD3(18:1;O2/23:0,C75H135N3O29
GD3 18:1;O2/24:0,C76H137N3O29
GD3 18:1;O2/24:1,C76H135N3O29
GD3(18:1;O2/25:0,C77H139N3O29
GD3 18:1;O2/26:0,C78H141N3O29
GD3 18:1;O2/26:1,C78H139N3O29
GD3(32:2;O3,C66H115N3O30
GD3(34:2;O3,C68H119N3O30
GD3(34:6;O3,C68H111N3O30
GD3(36:4;O3,C70H119N3O30
GD3(36:6;O2,C70H115N3O29
GD3(41:2;O3,C75H133N3O30
GD3(41:3;O3,C75H131N3O30
GM1 18:1;O2/16:0,C71H127N3O31
GM1 18:1;O2/18:0,C73H131N3O31
GM1 18:1;O2/20:0,C75H135N3O31
GM1 18:1;O2/22:0,C77H139N3O31
GM1 18:1;O2/24:0,C79H143N3O31
GM1 18:1;O2/24:1,C79H141N3O31
GM1 18:1;O2/26:0,C81H147N3O31
GM1 18:1;O2/26:1,C81H145N3O31
GM1(29:0;O4,C66H119N3O33
GM1(35:6;O3,C72H119N3O32
GM1(45:4;O3,C82H143N3O32
GM1(55:6;O3,C92H159N3O32
GM2 18:1;O2/16:0,C65H117N3O26
GM2(18:1;O2/16:1,C65H115N3O26
GM2 18:1;O2/18:0,C67H121N3O26
GM2(18:1;O2/18:1,C67H119N3O26
GM2 18:1;O2/20:0,C69H125N3O26
GM2 18:1;O2/22:0,C71H129N3O26
GM2 18:1;O2/24:0,C73H133N3O26
GM2 18:1;O2/24:1,C73H131N3O26
GM2 18:1;O2/26:0,C75H137N3O26
GM2 18:1;O2/26:1,C75H135N3O26
GM2(33:0;O,C64H117N3O25
GM2(33:0;O2,C64H117N3O26
GM2(33:1;O,C64H115N3O25
GM2(33:2;O,C64H113N3O25
GM2(33:2;O2,C64H113N3O26
GM2(33:5;O3,C64H107N3O27
GM2(34:0;O2,C65H119N3O26
GM2(34:1;O3,C65H117N3O27
GM2(34:4;O2,C65H111N3O26
GM2(36:1;O3,C67H121N3O27
GM2(36:4;O3,C67H115N3O27
GM2(36:5;O2,C67H113N3O26
GM2(37:4;O4,C68H117N3O28
GM2(39:1;O2,C70H127N3O26
GM2(39:4;O4,C70H121N3O28
GM2(40:1;O3,C71H129N3O27
GM2(41:1;O3,C72H131N3O27
GM2(41:2;O2,C72H129N3O26
GM2(41:3;O2,C72H127N3O26
GM2(42:0;O2,C73H135N3O26
GM2(42:1;O3,C73H133N3O27
GM2(44:4;O2,C75H131N3O26
GM2(45:6;O3,C76H129N3O27
GM2(52:6;O3,C83H143N3O27
GM2(57:7;O3,C88H151N3O27
GM2(61:2;O2,C92H169N3O26
GM3 14:0;O2,C37H66N2O21
GM3 14:0;O3,C37H66N2O22
GM3 15:0;O2,C38H68N2O21
GM3 15:0;O3,C38H68N2O22
GM3 16:0;O3,C39H70N2O22
GM3 17:0;O2,C40H72N2O21
GM3 17:0;O3,C40H72N2O22
GM3 18:0;O2,C41H74N2O21
GM3 18:0;O2/16:1,C57H104N2O21
GM3 18:0;O2/18:1,C59H108N2O21
GM3 18:0;O2/20:1,C61H112N2O21
GM3 18:1;O2/16:1,C57H102N2O21
GM3 18:1;O2/18:1,C59H106N2O21
GM3 18:1;O2/22:0,C63H116N2O21
GM3 18:1;O2/24:0,C65H120N2O21
GM3 18:1;O2/24:1,C65H118N2O21
GM3 18:1;O2/26:0,C67H124N2O21
GM3 18:1;O2/26:1,C67H122N2O21
GM3 18:1;O3,C41H72N2O22
GM3 19:0;O2,C42H76N2O21
GM3 19:1;O2,C42H74N2O21
GM3 20:1;O2,C43H76N2O21
GM3 20:1;O3,C43H76N2O22
GM3 20:2;O2,C43H74N2O21
GM3 21:0;O2,C44H80N2O21
GM3 23:0;O2,C46H84N2O21
GM3 24:1;O3,C47H84N2O22
GM3 26:0;O2,C49H90N2O21
GM3 27:0;O2,C50H92N2O21
GM3 27:1;O2,C50H90N2O21
GM3 27:1;O3,C50H90N2O22
GM3 28:1;O3,C51H92N2O22
GM3 29:0;O2,C52H96N2O21
GM3 29:0;O3,C52H96N2O22
GM3 29:2;O2,C52H92N2O21
GM3 30:0;O2,C53H98N2O21
GM3 30:0;O3,C53H98N2O22
GM3 30:1;O3,C53H96N2O22
GM3 30:2;O2,C53H94N2O21
GM3 30:2;O4,C53H94N2O23
GM3 30:3;O2,C53H92N2O21
GM3 31:1;O2,C54H98N2O21
GM3 31:2;O2,C54H96N2O21
GM3 32:1;O2,C55H100N2O21
GM3 32:2;O2,C55H98N2O21
GM3 32:3;O2,C55H96N2O21
GM3 33:0;O,C56H104N2O20
GM3 33:1;O,C56H102N2O20
GM3 33:1;O2,C56H102N2O21
GM3 34:0;O2,C57H106N2O21
GM3 34:0;O3,C57H106N2O22
GM3 34:1;O3,C57H104N2O22
GM3 35:0;O3,C58H108N2O22
GM3 35:1;O2,C58H106N2O21
GM3 35:2;O2,C58H104N2O21
GM3 36:0;O,C59H110N2O20
GM3 36:0;O2,C59H110N2O21
GM3 36:3;O3,C59H104N2O22
GM3 36:4;O3,C59H102N2O22
GM3 36:5;O3,C59H100N2O22
GM3 37:2;O3,C60H108N2O22
GM3 37:4;O,C60H104N2O20
GM3 37:4;O4,C60H104N2O23
GM3 38:0;O,C61H114N2O20
GM3 38:1;O,C61H112N2O20
GM3 38:2;O,C61H110N2O20
GM3 38:2;O2,C61H110N2O21
GM3 38:4;O4,C61H106N2O23
GM3 39:1;O2,C62H114N2O21
GM3 40:0;O2,C63H118N2O21
GM3 40:2;O2,C63H114N2O21
GM3 40:6;O2,C63H106N2O21
GM3 41:1;O2,C64H118N2O21
GM3 42:0;O,C65H122N2O20
GM3 42:0;O2,C65H122N2O21
GM3 42:2;O,C65H118N2O20
GM3 42:3;O,C65H116N2O20
GM3 42:3;O2,C65H116N2O21
GM3 42:4;O,C65H114N2O20
GM3 43:1;O2,C66H122N2O21
GM3 43:4;O3,C66H116N2O22
GM3 44:0;O,C67H126N2O20
GM3 44:3;O3,C67H120N2O22
GM3 44:4;O2,C67H118N2O21
GM3 45:0;O3,C68H128N2O22
GM3 46:0;O,C69H130N2O20
GM3 46:0;O2,C69H130N2O21
GM3 46:2;O,C69H126N2O20
GM3 47:5;O3,C70H122N2O22
GM3 48:4;O3,C71H126N2O22
GM3 49:1;O3,C72H134N2O22
GM3 49:2;O2,C72H132N2O21
GM3 50:5;O2,C73H128N2O21
GM3 52:1;O3,C75H140N2O22
GM3 52:4;O2,C75H134N2O21
GM3 56:5;O2,C79H140N2O21
GM3 56:6;O2,C79H138N2O21
GM3 56:7;O2,C79H136N2O21
GM3 58:2;O2,C81H150N2O21
GM3 58:4;O3,C81H146N2O22
GM3 61:2;O2,C84H156N2O21
GM3 62:2;O2,C85H158N2O21
GM3 63:0;O3,C86H164N2O22
GM3 63:3;O2,C86H158N2O21
GM3 64:3;O2,C87H160N2O21
GM3 64:3;O3,C87H160N2O22
GM3 64:4;O2,C87H158N2O21
GM3 65:0;O2,C88H168N2O21
GM3 66:2;O2,C89H166N2O21
GM4 18:1;O2/16:0,C51H94N2O16
GM4 18:1;O2/18:0,C53H98N2O16
GM4 18:1;O2/20:0,C55H102N2O16
GM4 18:1;O2/22:0,C57H106N2O16
GM4 18:1;O2/24:0,C59H110N2O16
GM4 18:1;O2/24:1,C59H108N2O16
GM4 18:1;O2/26:0,C61H114N2O16
GM4 18:1;O2/26:1,C61H112N2O16
GT1a 18:1;O2/16:0,C93H161N5O47
GT1a 18:1;O2/18:0,C95H165N5O47
GT1a 18:1;O2/20:0,C97H169N5O47
GT1a 18:1;O2/22:0,C99H173N5O47
GT1a 18:1;O2/24:0,C101H177N5O47
GT1a 18:1;O2/24:1,C101H175N5O47
GT1a 18:1;O2/26:0,C103H181N5O47
GT1a 18:1;O2/26:1,C103H179N5O47
GT1b 18:1;O2/16:0,C93H161N5O48
GT1b 18:1;O2/18:0,C95H165N5O48
GT1b 18:1;O2/20:0,C97H169N5O48
GT1b 18:1;O2/22:0,C99H173N5O48
GT1b 18:1;O2/24:0,C101H177N5O48
GT1b 18:1;O2/24:1,C101H175N5O48
